name,value
20,H:45-55
22,HEMATOCRITO
24,"b""42,7%"""
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"b""40,20%"""
33,M:40-50%
34,H:45-55
43192.0,HEMOGLOBINA
3,"15,5"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"15,2"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"14,1"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"14,3"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"13,8"
33,M11-15%
34,H12-17
43192.0,HEMATIES
3,4860000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4800000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4410000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,4500000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,4150000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,14000.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,6800.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,4700.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,4300.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,5100.0
33,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,\xc2\xb4PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,\xc2\xb4PLAQUETAS
32,mm3
33,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.95
8,SEGMENTADOS
10,0.72
15,SEGMENTADOS
17,0.71
22,SEGMENTADOS
24,0.65
29,SEGMENTADOS
31,0.67
43192.0,LINFOCITOS
3,0.05
8,LINFOCITOS
10,0.28
15,LINFOCITOS
17,0.29
22,LINFOCITOS
24,0.35
29,LINFOCITOS
31,0.33
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
43192.0,43206.0
43192.0,CONTAB
3,CLINICADEESPECIALIDADES.
8,CONTAB
10,CLINICADEESPECIALIDADES.
15,CONTAB
17,CLINICADEESPECIALIDADES.
22,CONTAB
24,CLINICADEESPECIALIDADES.
29,CONTAB
31,CLINICADEESPECIALIDADES.
36,CONTAB
38,CLINICADEESPECIALIDADES.
43,CONTAB
45,CLINICADEESPECIALIDADES.
50,CONTAB
52,CLINICADEESPECIALIDADES.
57,CONTAB
59,CLINICADEESPECIALIDADES.
64,CONTAB
66,CLINICADEESPECIALIDADES.
71,CONTAB
73,CLINICADEESPECIALIDADES.
3,MEDICASCONOCOTO.
10,MEDICASCONOCOTO.
17,MEDICASCONOCOTO.
24,MEDICASCONOCOTO.
31,MEDICASCONOCOTO.
38,MEDICASCONOCOTO.
45,MEDICASCONOCOTO.
52,MEDICASCONOCOTO.
59,MEDICASCONOCOTO.
66,MEDICASCONOCOTO.
73,MEDICASCONOCOTO.
4,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
11,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
18,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
25,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
32,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
39,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
46,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
53,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
60,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
67,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
74,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
4,Telefono:2345222096165702
11,Telefono:2345222096165702
18,Telefono:2345222096165702
25,Telefono:2345222096165702
32,Telefono:2345222096165702
39,Telefono:2345222096165702
46,Telefono:2345222096165702
53,Telefono:2345222096165702
60,Telefono:2345222096165702
67,Telefono:2345222096165702
74,Telefono:2345222096165702
43192.0,NOMBRE
2,KEVINLLUMIQUINGA
4,FECHA
5,43206.0
8,NOMBRE
9,MARIAYANEZ
11,FECHA
12,43206.0
15,NOMBRE
16,BETHSYHIDALGO
18,FECHA
19,43206.0
22,NOMBRE
23,LUISJEREZ
25,FECHA
26,43206.0
29,NOMBRE
30,BETHSYHIDALGO
32,FECHA
33,43206.0
36,NOMBRE
37,NICOLEANAHICOBO
39,FECHA
40,43206.0
43,NOMBRE
44,AGUSTINAMAILA
46,FECHA
47,43206.0
50,NOMBRE
51,MARIAPILATAXI
53,FECHA
54,43206.0
57,NOMBRE
58,EDILMACORTEZ
60,FECHA
61,43206.0
64,NOMBRE
65,MARIAPILATAXI
67,FECHA
68,43206.0
71,NOMBRE
72,YANEZMARIA
74,FECHA
75,43206.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
57,MUESTRA
59,SANGRE
60,MEDICO:
64,MUESTRA
66,SANGRE
67,MEDICO:
71,MUESTRA
73,SANGRE
74,MEDICO:
3,
10,
17,
24,
31,
38,
45,
52,
59,
66,
73,
43192.0,BIOMETRIA
3,RESULTADO
5,VALORESNORMALES
8,BIOMETRIA
10,RESULTADO
12,VALORESNORMALES
15,BIOMETRIA
17,RESULTADO
19,VALORESNORMALES
22,BIOMETRIA
24,RESULTADO
26,VALORESNORMALES
29,BIOMETRIA
31,RESULTADO
33,VALORESNORMALES
36,BIOMETRIA
38,RESULTADO
40,VALORESNORMALES
43,BIOMETRIA
45,RESULTADO
47,VALORESNORMALES
50,BIOMETRIA
52,RESULTADO
54,VALORESNORMALES
57,BIOMETRIA
59,RESULTADO
61,VALORESNORMALES
64,BIOMETRIA
66,RESULTADO
68,VALORESNORMALES
71,BIOMETRIA
73,RESULTADO
75,VALORESNORMALES
43192.0,HEMATOCRITO
3,"45,8%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"34,7%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"47,2%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"50,4%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"47,2%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"44,2%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"40,1%"
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,"38,3%"
54,M:40-50%
55,H:45-55
57,HEMATOCRITO
59,"44,6%"
61,M:40-50%
62,H:45-55
64,HEMATOCRITO
66,"38,3%"
68,M:40-50%
69,H:45-55
71,HEMATOCRITO
73,"b""31,7%"""
75,M:40-50%
76,H:45-55
43192.0,HEMOGLOBINA
3,"15,0"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"11,5"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"15,4"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"17,7"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"15,4"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"14,9"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"13,5"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"13,2"
54,M11-15%
55,H12-17
57,HEMOGLOBINA
59,"14,4"
61,M11-15%
62,H12-17
64,HEMOGLOBINA
66,"13,2"
68,M11-15%
69,H12-17
71,HEMOGLOBINA
73,"10,6"
75,M11-15%
76,H12-17
43192.0,HEMATIES
3,4610000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,3670000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,5140000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,5170000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,5140000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,4450000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,4100000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,3940000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
57,HEMATIES
59,4530000.0
61,"M4,0-5,5"
62,"H4,5-6,0millones/mm3"
64,HEMATIES
66,3940000.0
68,"M4,0-5,5"
69,"H4,5-6,0millones/mm3"
71,HEMATIES
73,3400000.0
75,"M4,0-5,5"
76,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,7200.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,10800.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,5700.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,9600.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,5700.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,10500.0
40,4.000-10.000/mm3
43,LEUCOCITOS
45,6200.0
47,4.000-10.000/mm3
50,LEUCOCITOS
52,6300.0
54,4.000-10.000/mm3
57,LEUCOCITOS
59,4600.0
61,4.000-10.000/mm3
64,LEUCOCITOS
66,6300.0
68,4.000-10.000/mm3
71,LEUCOCITOS
73,12800.0
75,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,\xc2\xb4PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,\xc2\xb4PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,\xc2\xb4PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43,\xc2\xb4PLAQUETAS
46,mm3
47,150.000-450.000/mm3
50,\xc2\xb4PLAQUETAS
53,mm3
54,150.000-450.000/mm3
57,\xc2\xb4PLAQUETAS
60,mm3
61,150.000-450.000/mm3
64,\xc2\xb4PLAQUETAS
67,mm3
68,150.000-450.000/mm3
71,\xc2\xb4PLAQUETAS
74,mm3
75,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43,FORMULALEUCOCITARIA
50,FORMULALEUCOCITARIA
57,FORMULALEUCOCITARIA
64,FORMULALEUCOCITARIA
71,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.83
8,SEGMENTADOS
10,0.82
15,SEGMENTADOS
17,0.71
22,SEGMENTADOS
24,0.8
29,SEGMENTADOS
31,0.71
36,SEGMENTADOS
38,0.89
43,SEGMENTADOS
45,0.73
50,SEGMENTADOS
52,0.64
57,SEGMENTADOS
59,0.67
64,SEGMENTADOS
66,0.64
71,SEGMENTADOS
73,0.85
43192.0,LINFOCITOS
3,0.17
8,LINFOCITOS
10,0.18
15,LINFOCITOS
17,0.29
22,LINFOCITOS
24,0.2
29,LINFOCITOS
31,0.29
36,LINFOCITOS
38,0.11
43,LINFOCITOS
45,0.27
50,LINFOCITOS
52,0.36
57,LINFOCITOS
59,0.33
64,LINFOCITOS
66,0.36
71,LINFOCITOS
73,0.15
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43,EOSINOFILOS
50,EOSINOFILOS
57,EOSINOFILOS
64,EOSINOFILOS
71,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43,MONOCITOS
50,MONOCITOS
57,MONOCITOS
64,MONOCITOS
71,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43,BASOFILOS
50,BASOFILOS
57,BASOFILOS
64,BASOFILOS
71,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
43,CAYADOS
50,CAYADOS
57,CAYADOS
64,CAYADOS
71,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
36,SEDIMENTACION
39,mm
40,1HORA
43,SEDIMENTACION
46,mm
47,1HORA
50,SEDIMENTACION
53,mm
54,1HORA
57,SEDIMENTACION
60,mm
61,1HORA
64,SEDIMENTACION
67,mm
68,1HORA
71,SEDIMENTACION
74,mm
75,1HORA
43192.0,43207.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
24,CLINICADEESPECIALIDADES
31,CLINICADEESPECIALIDADES
38,CLINICADEESPECIALIDADES
45,CLINICADEESPECIALIDADES
52,CLINICADEESPECIALIDADES
59,CLINICADEESPECIALIDADES
66,CLINICADEESPECIALIDADES
73,CLINICADEESPECIALIDADES
80,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
24,"MEDICAS""CONOCOTO"""
31,"MEDICAS""CONOCOTO"""
38,"MEDICAS""CONOCOTO"""
45,"MEDICAS""CONOCOTO"""
52,"MEDICAS""CONOCOTO"""
59,"MEDICAS""CONOCOTO"""
66,"MEDICAS""CONOCOTO"""
73,"MEDICAS""CONOCOTO"""
80,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
24,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
31,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
38,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
45,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
52,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
59,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
66,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
73,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
80,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
22,LABORATORIOCLINICO
24,Telefono:0223452220987041006
29,LABORATORIOCLINICO
31,Telefono:0223452220987041006
36,LABORATORIOCLINICO
38,Telefono:0223452220987041006
43,LABORATORIOCLINICO
45,Telefono:0223452220987041006
50,LABORATORIOCLINICO
52,Telefono:0223452220987041006
57,LABORATORIOCLINICO
59,Telefono:0223452220987041006
64,LABORATORIOCLINICO
66,Telefono:0223452220987041006
71,LABORATORIOCLINICO
73,Telefono:0223452220987041006
78,LABORATORIOCLINICO
80,Telefono:0223452220987041006
43192.0,NOMBRE
2,PATRICIALEON
4,FECHA
5,43207.0
8,NOMBRE
9,MARGOTHLOPEZ
11,FECHA
12,43207.0
15,NOMBRE
16,KEVINLLUMIQUINGA
18,FECHA
19,43207.0
22,NOMBRE
23,AGUSTINAMAILA
25,FECHA
26,43207.0
29,NOMBRE
30,MARIAYANEZ
32,FECHA
33,43207.0
36,NOMBRE
37,EDILMACORTEZ
39,FECHA
40,43207.0
43,NOMBRE
44,CLARAABRIL
46,FECHA
47,43207.0
50,NOMBRE
51,JOSEAYALA
53,FECHA
54,43207.0
57,NOMBRE
58,AURASANCHEZ
60,FECHA
61,43207.0
64,NOMBRE
65,ERIKAALBERCA
67,FECHA
68,43207.0
71,NOMBRE
72,HUGOPAEZ
74,FECHA
75,43207.0
78,NOMBRE
79,ERIKAALBERCA
81,FECHA
82,43207.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
57,MUESTRA
59,SANGRE
60,MEDICO:
64,MUESTRA
66,SANGRE
67,MEDICO:
71,MUESTRA
73,SANGRE
74,MEDICO:
78,MUESTRA
80,SANGRE
81,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
24,BIOMETRIA
31,BIOMETRIA
38,BIOMETRIA
45,BIOMETRIA
52,BIOMETRIA
59,BIOMETRIA
66,BIOMETRIA
73,BIOMETRIA
80,BIOMETRIA
43192.0,HEMATOCRITO
3,"44,1%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"40,7%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"43,7%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"38,0%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"34,7%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"37,9%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"41,8%"
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,"48,5%"
54,M:40-50%
55,H:45-55
57,HEMATOCRITO
59,"39,1%"
61,M:40-50%
62,H:45-55
64,HEMATOCRITO
66,"37,6%"
68,M:40-50%
69,H:45-55
71,HEMATOCRITO
73,"52,0%"
75,M:40-50%
76,H:45-55
78,HEMATOCRITO
80,"37,6%"
82,M:40-50%
83,H:45-55
43192.0,HEMOGLOBINA
3,"14,0"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"13,4"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"14,5"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"13,1"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"11,6"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"13,0"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"13,4"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"16,0"
54,M11-15%
55,H12-17
57,HEMOGLOBINA
59,"12,7"
61,M11-15%
62,H12-17
64,HEMOGLOBINA
66,"13,5"
68,M11-15%
69,H12-17
71,HEMOGLOBINA
73,"17,1"
75,M11-15%
76,H12-17
78,HEMOGLOBINA
80,"13,5"
82,M11-15%
83,H12-17
43192.0,HEMATIES
3,4650000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4340000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4370000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,3730000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,3640000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,3870000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,4580000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,5070000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
57,HEMATIES
59,4340000.0
61,"M4,0-5,5"
62,"H4,5-6,0millones/mm3"
64,HEMATIES
66,3930000.0
68,"M4,0-5,5"
69,"H4,5-6,0millones/mm3"
71,HEMATIES
73,5360000.0
75,"M4,0-5,5"
76,"H4,5-6,0millones/mm3"
78,HEMATIES
80,3930000.0
82,"M4,0-5,5"
83,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,4600.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,17400.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,5200.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,6800.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,13200.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,3600.0
40,4.000-10.000/mm3
43,LEUCOCITOS
45,6200.0
47,4.000-10.000/mm3
50,LEUCOCITOS
52,5400.0
54,4.000-10.000/mm3
57,LEUCOCITOS
59,6700.0
61,4.000-10.000/mm3
64,LEUCOCITOS
66,5400.0
68,4.000-10.000/mm3
71,LEUCOCITOS
73,5900.0
75,4.000-10.000/mm3
78,LEUCOCITOS
80,5400.0
82,4.000-10.000/mm3
43192.0,PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43,PLAQUETAS
46,mm3
47,150.000-450.000/mm3
50,PLAQUETAS
53,mm3
54,150.000-450.000/mm3
57,PLAQUETAS
60,mm3
61,150.000-450.000/mm3
64,PLAQUETAS
67,mm3
68,150.000-450.000/mm3
71,PLAQUETAS
74,mm3
75,150.000-450.000/mm3
78,PLAQUETAS
81,mm3
82,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43,FORMULALEUCOCITARIA
50,FORMULALEUCOCITARIA
57,FORMULALEUCOCITARIA
64,FORMULALEUCOCITARIA
71,FORMULALEUCOCITARIA
78,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.6
8,SEGMENTADOS
10,0.97
15,SEGMENTADOS
17,0.58
22,SEGMENTADOS
24,0.7
29,SEGMENTADOS
31,0.88
36,SEGMENTADOS
38,0.64
43,SEGMENTADOS
45,0.74
50,SEGMENTADOS
52,0.7
57,SEGMENTADOS
59,0.69
64,SEGMENTADOS
66,0.71
71,SEGMENTADOS
73,0.67
78,SEGMENTADOS
80,0.71
43192.0,LINFOCITOS
3,0.4
8,LINFOCITOS
10,0.03
15,LINFOCITOS
17,0.42
22,LINFOCITOS
24,0.3
29,LINFOCITOS
31,0.12
36,LINFOCITOS
38,0.36
43,LINFOCITOS
45,0.26
50,LINFOCITOS
52,0.3
57,LINFOCITOS
59,0.31
64,LINFOCITOS
66,0.29
71,LINFOCITOS
73,0.33
78,LINFOCITOS
80,0.29
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43,EOSINOFILOS
50,EOSINOFILOS
57,EOSINOFILOS
64,EOSINOFILOS
71,EOSINOFILOS
78,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43,MONOCITOS
50,MONOCITOS
57,MONOCITOS
64,MONOCITOS
71,MONOCITOS
78,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43,BASOFILOS
50,BASOFILOS
57,BASOFILOS
64,BASOFILOS
71,BASOFILOS
78,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
43,CAYADOS
50,CAYADOS
57,CAYADOS
64,CAYADOS
71,CAYADOS
78,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
36,SEDIMENTACION
39,mm
40,1HORA
43,SEDIMENTACION
46,mm
47,1HORA
50,SEDIMENTACION
53,mm
54,1HORA
57,SEDIMENTACION
60,mm
61,1HORA
64,SEDIMENTACION
67,mm
68,1HORA
71,SEDIMENTACION
74,mm
75,1HORA
78,SEDIMENTACION
81,mm
82,1HORA
5,VALIDADO:
6,TMD.NANCYHERRERASORIA
12,VALIDADO:
13,TMD.NANCYHERRERASORIA
19,VALIDADO:
20,TMD.NANCYHERRERASORIA
26,VALIDADO:
27,TMD.NANCYHERRERASORIA
33,VALIDADO:
34,TMD.NANCYHERRERASORIA
40,VALIDADO:
41,TMD.NANCYHERRERASORIA
47,VALIDADO:
48,TMD.NANCYHERRERASORIA
54,VALIDADO:
55,TMD.NANCYHERRERASORIA
61,VALIDADO:
62,TMD.NANCYHERRERASORIA
68,VALIDADO:
69,TMD.NANCYHERRERASORIA
75,VALIDADO:
76,TMD.NANCYHERRERASORIA
82,VALIDADO:
83,TMD.NANCYHERRERASORIA
43192.0,43208.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
24,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
24,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
24,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
22,LABORATORIOCLINICO
24,Telefono:0223452220987041006
43192.0,NOMBRE
2,KATHERINECALLE
4,FECHA
5,43208.0
8,NOMBRE
9,SAMANTHACALVA
11,FECHA
12,43208.0
15,NOMBRE
18,FECHA
19,43208.0
22,NOMBRE
23,KATHERINECALLE
25,FECHA
26,43208.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
24,BIOMETRIA
43192.0,HEMATOCRITO
3,"43,8%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"36,4%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"43,8%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"43,8%"
26,M:40-50%
27,H:45-55
